sh050m,sh100m,sh500m,MedianIncome,MigraRate,BirthRate,DeathRate,BachelorRate,UnemploymentRate,DEM,GOP
0.41,0.47,0.8,65299.0,8.5,8.4,5.5,57.6,4.2,59105,18373
0.53,0.64,0.88,43927.0,8.7,7.1,13.6,19.4,5.3,2427,4225
0.5,0.59,0.86,43687.0,-0.8,12.4,11.0,20.5,6.3,8455,8082
0.51,0.6,0.83,50437.0,22.3,10.8,10.0,26.4,5.3,9086,17317
0.57,0.66,0.88,45052.0,0.4,8.6,13.3,20.4,6.4,2291,4143
0.68,0.75,0.92,47974.0,3.2,10.2,11.0,15.3,5.5,7772,11116
0.49,0.63,0.89,45918.0,1.7,11.9,7.1,31.8,5.6,40967,35191
0.57,0.64,0.85,47185.0,6.5,6.9,13.9,31.7,4.6,3715,6738
0.67,0.76,0.9,45939.0,3.2,11.1,10.6,15.8,4.9,13074,49156
0.66,0.8,0.92,35367.0,-8.1,11.9,12.9,13.9,6.9,8290,10199
0.71,0.79,0.92,34439.0,-10.9,13.3,10.4,13.2,7.9,18377,20294
0.71,0.78,0.92,41620.0,-1.3,10.1,12.3,15.0,5.7,14057,26463
0.64,0.7,0.89,47971.0,6.4,11.7,11.5,18.7,5.6,19208,42388
0.71,0.79,0.92,38699.0,1.5,10.1,12.7,17.3,6.7,7451,21694
0.63,0.76,0.9,41477.0,-6.8,13.1,10.8,12.8,5.5,10486,14761
0.66,0.79,0.91,35138.0,-0.9,12.7,11.8,15.5,9.1,7279,6212
0.69,0.78,0.91,49106.0,3.4,11.3,12.0,15.8,4.6,7008,21788
0.69,0.78,0.92,48148.0,-2.9,8.6,11.3,13.3,4.8,4645,16976
0.7,0.79,0.92,38843.0,2.0,10.3,12.3,16.8,4.8,7438,23495
0.64,0.7,0.88,38996.0,-10.3,13.6,12.8,16.0,6.1,2186,3557
0.56,0.62,0.85,44578.0,11.5,8.1,12.4,31.5,4.9,6520,10441
0.5,0.63,0.91,33666.0,-27.0,11.3,12.0,9.7,8.4,705,968
0.55,0.62,0.82,72548.0,14.9,10.6,6.0,34.8,4.4,34051,66265
0.72,0.79,0.94,34717.0,0.3,12.1,11.9,12.9,7.2,12168,7304
0.44,0.53,0.83,76173.0,17.6,12.5,5.1,51.8,4.3,298353,193607
0.57,0.75,0.93,36285.0,-12.3,9.1,12.8,15.5,7.3,6668,3302
0.59,0.66,0.92,35367.0,-9.8,10.1,13.3,11.3,7.4,3490,2560
0.32,0.5,0.87,44014.0,18.9,6.7,6.5,41.6,4.5,13953,13521
0.61,0.68,0.86,42421.0,-3.5,13.1,9.5,19.5,5.8,21520,27360
0.7,0.79,0.92,41640.0,5.5,10.3,11.9,15.5,4.8,6596,23613
0.69,0.75,0.92,41352.0,-0.8,11.9,10.0,19.6,8.2,19527,17410
0.71,0.78,0.92,46276.0,2.6,10.3,11.9,11.3,4.4,3140,13815
0.71,0.76,0.9,39686.0,6.8,9.5,12.6,20.0,5.2,3181,6367
0.34,0.43,0.78,48596.0,-17.7,10.1,14.8,28.6,2.6,216,904
0.5,0.6,0.81,53704.0,-8.7,10.1,11.4,27.2,3.2,1597,3156
0.47,0.6,0.85,40787.0,-10.0,24.5,11.6,15.6,4.0,842,927
0.22,0.29,0.59,71697.0,-13.7,19.0,7.4,26.3,3.0,58,492
0.31,0.46,0.71,54444.0,-20.4,9.5,12.8,23.7,4.6,734,2482
0.34,0.43,0.79,59668.0,-20.9,12.6,9.2,24.3,2.2,227,1445
0.22,0.44,0.66,63787.0,-60.4,17.5,9.6,22.3,4.5,118,879
0.42,0.5,0.77,66406.0,7.9,14.5,7.6,35.1,2.6,10865,32499
0.4,0.48,0.78,59711.0,11.3,15.1,5.9,39.4,2.2,31291,39738
0.41,0.51,0.81,52880.0,-4.2,13.3,9.4,21.2,2.6,476,1356
0.38,0.52,0.78,54044.0,-13.4,14.2,15.6,26.7,1.9,551,1656
0.32,0.39,0.59,60315.0,-26.8,11.2,12.8,18.4,2.6,243,860
0.24,0.33,0.59,67375.0,-53.8,15.2,7.8,21.0,3.1,356,1753
0.4,0.63,0.82,55196.0,-3.9,13.5,16.5,24.3,4.3,354,790
0.48,0.56,0.84,44646.0,-12.2,10.1,15.7,16.5,4.4,215,1672
0.39,0.63,0.81,54218.0,-3.0,11.1,13.0,24.1,3.0,346,1237
0.24,0.39,0.71,56795.0,-18.2,12.8,7.0,28.1,2.7,99,793
0.34,0.46,0.73,51820.0,-5.8,14.7,6.9,34.5,2.4,10828,16325
0.27,0.54,0.79,39822.0,-7.5,11.3,10.9,17.4,3.0,187,1098
0.44,0.62,0.81,49350.0,-3.5,8.4,17.6,25.9,2.8,298,847
0.31,0.39,0.72,50158.0,-24.0,13.7,12.2,14.4,3.0,168,1032
0.48,0.58,0.82,47914.0,5.3,11.8,4.9,17.9,3.8,179,1106
0.44,0.63,0.84,52563.0,-5.6,10.9,11.9,24.0,2.4,500,1475
0.34,0.56,0.81,50841.0,5.2,11.4,14.5,16.4,3.4,112,867
0.45,0.58,0.79,53719.0,-3.0,11.2,9.4,19.8,4.9,474,1991
0.36,0.57,0.84,42950.0,-34.2,8.3,18.0,16.8,3.1,233,1095
0.16,0.25,0.47,77733.0,-29.7,18.9,6.5,26.1,3.8,696,3661
0.28,0.55,0.77,60684.0,-4.1,12.0,9.8,20.5,3.5,1070,3827
0.31,0.49,0.7,80072.0,-20.7,11.4,10.0,21.6,4.4,616,3715
0.48,0.53,0.8,65021.0,7.3,16.8,8.6,26.3,3.3,3077,11319
0.26,0.37,0.65,63736.0,-16.1,17.3,9.2,20.6,3.0,1211,2551
0.43,0.6,0.8,45233.0,-5.9,10.0,16.9,22.7,3.4,536,1025
0.46,0.53,0.78,65920.0,11.2,13.3,9.0,18.7,5.5,119,827
0.38,0.54,0.8,59244.0,-0.3,11.6,8.9,20.4,5.0,681,2204
0.36,0.56,0.81,44291.0,-9.9,9.7,13.4,19.2,3.9,431,1433
0.43,0.54,0.83,51481.0,-14.6,13.1,9.8,26.1,2.8,1505,3216
0.57,0.65,0.84,56550.0,-8.9,11.5,16.8,19.7,2.3,836,1209
0.42,0.46,0.66,57392.0,-14.2,11.8,11.4,17.8,3.9,200,978
0.48,0.55,0.83,59556.0,-3.4,12.0,8.4,21.6,2.7,2064,4759
0.61,0.67,0.89,40595.0,-9.3,18.6,8.4,20.0,10.8,2097,1210
0.41,0.61,0.84,59464.0,1.3,11.3,7.5,17.5,1.9,693,1088
0.33,0.53,0.75,38977.0,18.9,9.8,4.5,10.9,5.7,94,644
0.38,0.54,0.81,33550.0,9.7,20.6,13.1,16.2,4.4,758,256
0.35,0.41,0.77,54040.0,-2.6,9.0,7.7,26.5,2.5,42,361
0.3,0.35,0.63,78604.0,-41.5,17.6,7.8,22.9,3.9,1745,9718
0.58,0.68,0.85,61808.0,-6.3,14.6,9.4,27.5,2.1,361,537
0.4,0.58,0.78,53769.0,1.8,10.7,11.2,23.5,2.5,2484,6706
0.4,0.48,0.81,50987.0,2.2,9.8,9.8,18.2,2.2,305,733
0.49,0.56,0.75,55068.0,2.9,12.6,13.8,26.8,2.8,1239,2263
0.49,0.55,0.79,51481.0,-3.4,13.9,14.2,16.8,3.8,1166,2991
0.34,0.41,0.56,61089.0,-29.4,17.6,6.3,28.3,4.1,5792,18601
0.32,0.53,0.77,51677.0,-6.6,11.5,15.2,22.1,3.9,419,1793
0.26,0.31,0.48,81719.0,-46.0,20.5,7.1,24.8,4.3,1722,10033
0.71,0.83,0.93,38302.0,-3.1,11.9,12.9,12.9,7.5,2293,8445
0.58,0.71,0.89,47924.0,-6.1,12.1,10.9,17.8,5.0,12815,29858
0.61,0.75,0.9,50612.0,3.7,11.5,11.1,21.1,5.1,5659,17169
0.61,0.71,0.87,43668.0,-2.2,11.4,11.8,14.1,6.1,15191,22755
0.37,0.52,0.9,38131.0,7.6,8.0,7.7,29.7,6.4,15552,10816
0.65,0.79,0.91,59543.0,-0.2,12.4,11.3,18.9,3.7,3825,18130
0.65,0.74,0.91,45661.0,-2.4,9.4,12.4,16.2,7.5,8652,20729
0.72,0.81,0.92,51504.0,-0.6,11.3,11.9,14.2,5.8,4270,14257
0.64,0.7,0.88,63094.0,3.1,12.0,8.7,29.8,4.5,56700,104441
0.68,0.74,0.89,48616.0,-3.0,10.1,10.6,13.6,6.8,3124,9067
0.71,0.77,0.9,56203.0,-5.5,10.4,10.9,14.9,4.5,4488,12314
0.71,0.76,0.9,47410.0,-6.0,11.7,13.4,18.6,5.2,22666,34311
0.68,0.73,0.88,61203.0,2.9,11.5,8.8,28.0,4.4,26096,65960
0.7,0.78,0.91,53234.0,-1.1,12.0,10.0,18.7,5.8,3943,13466
0.73,0.77,0.9,46873.0,-6.7,10.5,12.2,14.8,6.7,12273,31086
0.68,0.79,0.91,45777.0,-1.2,12.8,10.4,12.5,7.1,3908,10381
0.67,0.79,0.91,44336.0,-3.4,11.4,13.4,14.8,6.0,4518,13265
0.64,0.68,0.86,46703.0,-4.4,11.8,10.9,31.9,5.6,383974,179894
0.71,0.79,0.91,52771.0,-6.8,11.6,11.7,14.7,4.1,4395,19698
0.63,0.71,0.88,52210.0,-5.3,11.1,10.2,16.7,4.9,5282,11478
0.53,0.62,0.85,102990.0,13.1,11.2,5.7,54.4,3.6,39584,55660
0.63,0.71,0.88,51354.0,-2.4,10.5,12.7,22.7,5.5,15692,19301
0.66,0.73,0.89,65198.0,6.7,11.3,8.4,27.2,4.3,24150,43163
0.74,0.81,0.92,44257.0,2.2,12.3,12.4,16.1,4.4,2672,7763
0.53,0.62,0.87,56090.0,5.9,15.0,7.4,39.3,4.1,335961,192328
0.66,0.72,0.88,56504.0,-1.4,11.2,9.7,17.2,4.7,5981,13419
0.67,0.78,0.93,42074.0,-1.7,12.1,12.8,15.3,6.8,2564,9567
0.62,0.66,0.86,77938.0,-1.0,9.7,9.0,38.1,4.5,17165,29577
0.57,0.63,0.85,62751.0,3.9,11.2,8.7,39.0,4.4,28023,47506
0.65,0.77,0.91,43519.0,-5.2,12.0,11.5,14.2,7.1,4286,11164
0.67,0.73,0.88,53344.0,-1.1,13.3,9.8,37.1,4.4,207587,169972
0.6,0.7,0.88,56406.0,-0.2,12.0,10.3,26.7,3.7,9419,23777
0.6,0.74,0.91,46969.0,-8.2,11.8,10.2,16.6,5.0,2870,8541
0.65,0.74,0.91,44274.0,-7.0,10.1,12.7,10.1,7.6,1663,5021
0.68,0.74,0.9,57752.0,-7.3,10.8,10.9,18.0,5.3,3690,9136
0.67,0.81,0.92,44729.0,-0.6,13.1,11.3,12.6,6.3,3436,13005
0.75,0.81,0.92,47799.0,-5.0,11.0,9.8,14.8,5.6,3713,8282
0.67,0.75,0.9,58783.0,-9.8,16.3,7.2,8.9,3.6,1766,8578
0.65,0.77,0.9,51278.0,-2.1,13.2,9.8,13.6,6.5,7080,15930
0.72,0.82,0.94,45168.0,-1.6,13.0,12.6,15.3,7.9,3142,9618
0.65,0.7,0.88,43558.0,-4.6,9.9,13.4,15.3,8.4,9483,20668
0.6,0.67,0.87,53375.0,-3.5,12.4,10.4,22.8,4.6,7959,18563
0.62,0.71,0.87,61946.0,-0.1,9.8,10.8,27.9,4.9,45056,62627
0.72,0.79,0.93,42132.0,-1.7,11.0,13.2,14.3,6.5,6849,18240
0.65,0.71,0.88,58902.0,5.9,11.6,9.3,26.2,4.4,26360,49346
0.69,0.77,0.9,53760.0,-3.5,12.0,11.0,16.0,4.2,4537,15586
0.64,0.69,0.87,54951.0,3.0,11.0,10.0,24.0,6.0,64958,65346
0.69,0.74,0.88,45251.0,-4.4,12.9,10.4,26.3,5.2,107363,74102
0.66,0.74,0.9,60039.0,-17.1,9.4,9.8,16.9,3.9,4662,11319
0.64,0.71,0.88,42839.0,-4.1,10.5,13.0,24.1,6.4,56188,52808
0.71,0.77,0.91,44783.0,-0.4,11.5,11.5,13.1,5.1,7748,16563
0.64,0.72,0.87,73148.0,2.3,10.0,8.0,33.3,4.4,31582,53811
0.72,0.81,0.93,39070.0,1.5,10.1,12.4,12.8,8.5,2157,6869
0.68,0.82,0.92,57577.0,-4.0,14.6,10.7,16.7,3.3,3335,17200
0.65,0.73,0.88,59591.0,3.8,11.6,10.5,22.6,4.4,12832,36311
0.68,0.77,0.92,44062.0,-8.8,9.6,12.6,11.9,11.1,1647,4781
0.63,0.7,0.87,47239.0,-0.8,12.5,11.6,27.4,4.9,117661,120766
0.7,0.8,0.93,40680.0,1.9,10.2,12.1,11.3,8.3,1711,4315
0.68,0.76,0.9,52953.0,-1.7,10.8,9.7,13.5,5.1,3711,11722
0.69,0.81,0.92,44871.0,-2.6,11.9,11.6,15.5,6.0,10926,23588
0.73,0.83,0.94,48836.0,-0.8,9.1,9.8,10.3,8.7,1201,4441
0.61,0.71,0.88,56569.0,-3.2,8.4,11.7,22.4,6.5,8136,12389
0.68,0.75,0.91,51020.0,-6.4,11.4,11.3,14.1,4.6,2068,6359
0.77,0.82,0.93,47543.0,-1.8,11.9,9.3,12.3,6.4,4072,9978
0.7,0.78,0.92,60051.0,9.6,10.8,10.5,18.6,4.8,6325,16482
0.71,0.83,0.93,42869.0,-0.2,12.1,12.6,13.8,7.5,3443,7669
0.59,0.67,0.88,52947.0,0.2,8.7,9.1,28.7,5.0,31463,38978
0.72,0.78,0.9,57896.0,-2.4,10.4,11.6,15.8,4.8,4323,15376
0.69,0.81,0.92,61069.0,-4.6,12.5,8.6,20.3,3.7,2874,14704
0.61,0.75,0.89,44835.0,-3.7,11.5,11.3,17.8,5.5,15629,35805
0.74,0.82,0.93,47507.0,-1.7,10.9,11.6,16.6,5.5,9905,17833
0.68,0.78,0.89,52452.0,-3.5,11.7,10.8,16.0,4.7,9733,16045
0.7,0.82,0.93,39245.0,-6.0,11.5,12.4,15.0,7.7,8841,19742
0.64,0.76,0.9,49546.0,-3.8,10.7,10.3,15.2,4.9,7237,14559
0.68,0.78,0.91,59604.0,-8.2,12.3,9.5,17.4,4.2,4143,18148
0.66,0.73,0.89,51036.0,-3.5,11.3,11.1,22.8,5.5,66581,96345
0.66,0.7,0.87,52226.0,-1.7,11.1,10.7,32.1,5.1,129922,109531
0.66,0.73,0.88,45929.0,-5.9,10.3,12.5,18.5,6.8,42130,48152
0.69,0.78,0.9,50273.0,-3.2,12.9,11.6,15.8,5.8,11895,26105
0.61,0.72,0.88,78796.0,16.8,12.0,6.8,33.0,3.8,7530,17601
0.68,0.76,0.91,52610.0,-4.8,12.0,12.4,16.2,4.0,2667,10328
0.73,0.83,0.94,41522.0,-4.9,11.7,11.5,11.5,7.1,1332,3799
0.62,0.68,0.86,81543.0,8.6,10.6,7.3,42.3,4.2,33036,75947
0.63,0.73,0.91,47802.0,-4.3,9.8,12.5,19.2,7.0,7841,19901
0.61,0.71,0.88,53605.0,-0.3,13.4,9.4,21.9,4.0,14670,31622
0.63,0.72,0.88,50770.0,-3.0,11.7,10.6,15.0,4.5,4287,11706
0.52,0.61,0.87,60347.0,2.3,10.6,8.9,33.1,4.2,26440,31734
0.71,0.81,0.92,55590.0,-4.5,11.2,11.2,15.7,3.7,2484,7346
0.69,0.78,0.9,33632.0,-0.8,14.4,11.3,11.6,5.8,1374,4753
0.45,0.63,0.86,53695.0,-0.7,10.8,8.3,20.2,3.3,216,1931
0.61,0.71,0.9,36766.0,3.0,11.3,13.6,15.0,6.6,795,4068
0.34,0.48,0.86,53493.0,-3.9,9.9,9.6,19.7,3.1,176,1987
0.51,0.57,0.87,47407.0,-53.7,14.3,10.0,17.3,7.2,958,6287
0.5,0.69,0.87,44229.0,-20.0,14.8,11.3,16.6,3.7,711,2884
0.54,0.68,0.88,39219.0,10.9,12.9,11.4,22.8,4.3,2793,10449
0.53,0.68,0.85,40296.0,4.0,13.5,12.4,16.3,5.3,2418,6473
0.55,0.63,0.83,68291.0,17.9,13.1,7.2,26.8,4.0,11666,39969
0.56,0.71,0.87,47966.0,-4.7,14.3,12.4,20.6,5.2,4002,13751
0.54,0.7,0.88,36297.0,5.9,12.4,9.8,25.0,5.5,5455,9992
0.58,0.65,0.89,32458.0,-4.6,14.1,16.3,12.3,7.6,1064,4202
0.34,0.47,0.85,44000.0,-11.9,11.4,16.9,22.6,2.5,70,962
0.53,0.58,0.81,61275.0,11.1,10.7,7.1,32.5,3.8,38790,62469
0.61,0.74,0.9,41111.0,10.5,14.1,16.7,17.6,7.3,411,1892
0.4,0.5,0.69,48493.0,-24.4,14.5,8.8,22.5,4.6,11439,19153
0.58,0.66,0.88,43019.0,-8.2,9.7,13.6,13.2,4.8,424,2054
0.56,0.7,0.87,42781.0,-12.5,10.7,14.6,14.8,4.8,1249,4279
0.61,0.73,0.86,45630.0,5.4,12.2,12.3,16.3,5.8,5834,21539
0.41,0.64,0.87,43247.0,-15.8,14.7,10.1,25.5,4.6,2102,7818
0.56,0.69,0.86,39144.0,8.7,10.3,12.7,17.6,4.9,3306,11796
0.47,0.65,0.88,49398.0,-16.4,14.0,15.0,24.5,4.1,222,1964
0.42,0.51,0.87,51745.0,-31.8,11.3,12.8,20.0,3.8,155,1610
0.47,0.59,0.79,49841.0,-17.5,15.4,11.3,22.4,4.4,4391,15998
0.57,0.71,0.87,40978.0,-0.1,13.1,11.9,14.5,5.4,1852,8243
0.64,0.7,0.87,55552.0,1.4,11.0,9.9,19.7,5.0,3878,17293
0.43,0.62,0.85,48118.0,-8.5,11.9,13.4,23.1,3.2,287,1827
0.5,0.59,0.86,35231.0,-13.0,11.2,11.0,13.5,7.4,323,1482
0.47,0.56,0.89,36703.0,-23.4,10.6,11.7,21.3,3.8,224,714
0.44,0.5,0.86,48559.0,-4.2,13.5,11.7,22.0,3.8,131,1307
0.68,0.77,0.91,36418.0,-3.6,11.9,12.2,14.7,8.3,882,3697
0.56,0.73,0.87,33578.0,-9.9,11.9,15.0,12.9,7.3,961,3387
0.41,0.48,0.76,44211.0,-6.0,16.3,10.4,20.9,4.4,1473,5969
0.55,0.72,0.9,37105.0,1.0,10.4,13.7,13.9,7.2,365,1905
0.58,0.69,0.88,38080.0,14.8,10.7,11.3,17.2,5.9,782,3081
0.52,0.68,0.85,44391.0,-8.0,13.9,12.9,19.1,6.3,3734,12168
0.58,0.69,0.89,60814.0,-1.9,12.4,9.4,23.6,3.3,783,5151
0.5,0.68,0.87,36069.0,-7.3,12.4,15.3,17.4,5.3,766,2593
0.53,0.68,0.89,35942.0,-4.6,12.9,15.1,17.2,8.6,797,3094
0.59,0.69,0.89,37005.0,3.5,12.4,12.7,15.1,6.9,3245,13346
0.6,0.71,0.86,44914.0,-1.3,11.4,11.7,15.1,5.3,2423,10838
0.53,0.61,0.82,54305.0,10.9,11.9,7.7,27.6,4.1,4239,13613
0.53,0.69,0.87,45200.0,17.5,12.8,11.1,14.5,3.1,735,2920
0.61,0.67,0.85,61730.0,13.9,11.6,9.2,24.2,4.1,2893,13151
0.56,0.65,0.9,32664.0,-5.7,13.7,12.8,13.2,7.2,1799,8642
0.5,0.71,0.87,36903.0,-0.1,11.5,13.8,14.2,8.9,2122,5501
0.51,0.67,0.88,51607.0,-2.7,12.8,13.4,19.4,4.1,310,2940
0.54,0.66,0.87,41669.0,0.0,11.9,12.4,15.7,5.1,1095,4202
0.67,0.73,0.88,45922.0,3.2,11.7,11.5,14.6,5.1,3423,11550
0.55,0.72,0.89,48008.0,6.4,11.5,14.0,18.5,4.5,1086,4173
0.61,0.68,0.86,40581.0,-2.6,12.8,14.5,19.5,5.5,7969,15029
0.52,0.69,0.87,50316.0,-11.5,10.9,11.7,21.1,3.5,901,3707
0.64,0.72,0.88,41800.0,-8.9,11.6,12.5,10.7,6.1,742,3321
0.53,0.75,0.87,35106.0,-0.4,11.3,13.0,11.6,6.1,943,2791
0.56,0.63,0.8,51082.0,2.8,15.8,9.0,31.8,4.3,112661,141429
0.59,0.72,0.87,38446.0,1.2,12.1,13.0,14.1,7.2,4379,8926
0.65,0.73,0.88,46074.0,1.2,9.2,9.7,17.6,5.8,5593,12559
0.59,0.7,0.87,39210.0,-6.9,13.3,14.8,14.1,5.0,2584,7627
0.59,0.71,0.86,44619.0,4.2,12.1,13.8,16.1,6.6,1341,4716
0.38,0.56,0.82,42035.0,1.6,11.2,6.9,36.9,3.7,8785,16644
0.52,0.68,0.88,44520.0,-5.6,11.4,14.1,15.5,6.1,3704,12740
0.57,0.7,0.87,44212.0,2.3,14.2,12.0,28.1,4.1,3633,10420
0.58,0.68,0.83,42453.0,7.0,12.3,11.6,18.3,4.6,6005,17826
0.5,0.64,0.89,34222.0,-6.8,12.4,14.0,15.0,7.3,748,3581
0.49,0.59,0.89,54629.0,-34.1,14.5,7.5,18.5,5.1,151,1546
0.61,0.68,0.86,62622.0,8.6,11.1,9.5,24.3,5.0,7895,30893
0.57,0.74,0.87,36671.0,-10.9,13.5,13.1,14.1,6.9,2067,5612
0.64,0.72,0.88,39629.0,2.9,12.1,13.0,13.3,6.3,3061,10888
0.55,0.69,0.87,44505.0,-12.5,12.0,12.3,17.4,9.5,3084,14166
0.42,0.49,0.8,50993.0,-23.1,17.5,9.4,22.3,3.4,855,4615
0.52,0.61,0.87,36350.0,-5.3,11.1,12.4,17.7,4.4,657,1944
0.54,0.63,0.8,51476.0,2.4,15.0,8.9,31.2,4.7,87663,143985
0.59,0.65,0.84,61882.0,8.8,11.3,7.9,23.3,4.8,6711,22967
0.55,0.62,0.83,52283.0,-2.3,12.7,11.8,28.6,4.9,5047,15810
0.49,0.67,0.88,45642.0,-23.8,14.0,12.4,20.4,6.9,588,3851
0.34,0.47,0.83,50441.0,-18.0,11.6,9.4,30.6,3.2,521,2945
0.47,0.56,0.87,57403.0,-35.5,14.1,8.8,19.8,6.2,871,6329
0.36,0.43,0.78,42177.0,9.2,9.4,13.7,22.3,6.3,1781,6160
0.36,0.56,0.72,56167.0,14.8,8.4,6.7,53.6,3.9,28431,13030
0.48,0.62,0.72,74460.0,15.4,10.5,8.5,36.8,4.3,90187,79062
0.41,0.56,0.71,49898.0,22.0,11.0,9.9,24.6,4.7,8899,7794
0.59,0.66,0.78,63055.0,24.0,10.5,9.3,17.8,6.1,9959,12967
0.43,0.5,0.73,41403.0,15.2,9.8,14.0,17.9,6.4,10355,17699
0.43,0.47,0.79,45350.0,39.9,10.3,11.4,16.6,6.9,2591,8388
0.34,0.41,0.7,40682.0,23.5,8.2,17.9,24.0,6.7,4253,7157
0.34,0.43,0.69,61248.0,34.0,10.1,8.2,34.2,4.9,40222,43667
0.53,0.58,0.77,43202.0,12.3,10.2,13.6,17.2,6.3,13891,34112
0.28,0.41,0.77,45728.0,-0.5,9.1,14.0,20.2,5.8,221,632
0.29,0.39,0.8,44309.0,-0.6,8.1,12.9,18.8,7.6,732,3187
0.28,0.32,0.79,41846.0,15.3,11.5,13.2,17.0,6.2,682,2904
0.53,0.58,0.72,53941.0,1.7,11.9,7.1,31.6,4.1,6359,3223
0.45,0.48,0.72,48538.0,13.5,11.0,10.8,27.4,5.7,43550,53083
0.33,0.56,0.78,44943.0,19.2,12.4,9.5,18.4,6.6,2892,5337
0.44,0.46,0.69,38921.0,15.3,10.2,14.0,17.2,6.5,13223,26582
0.43,0.5,0.77,44678.0,6.9,12.4,11.6,19.4,6.8,7080,20170
0.26,0.38,0.76,40095.0,11.3,10.4,13.8,15.4,6.4,628,3001
0.44,0.49,0.7,47933.0,18.9,9.8,9.6,29.6,5.1,100497,66218
0.34,0.53,0.7,41791.0,20.7,9.2,12.4,24.1,5.6,12300,9901
0.54,0.65,0.77,50876.0,18.9,12.5,11.0,19.5,5.7,17456,32683
0.3,0.57,0.82,38130.0,-0.2,14.5,9.9,13.8,5.5,2213,7141
0.55,0.66,0.76,55954.0,14.6,13.4,8.4,22.8,5.1,48803,54336
0.41,0.5,0.77,53588.0,-0.4,15.1,7.3,10.9,4.8,1004,2698
0.48,0.5,0.62,62292.0,12.4,11.5,7.0,44.5,4.2,271754,63055
0.48,0.62,0.76,55218.0,28.0,11.4,8.6,30.1,5.0,15741,18333
0.32,0.51,0.77,57216.0,11.8,10.6,8.8,19.5,4.6,202,726
0.45,0.6,0.75,46226.0,23.5,9.8,11.7,21.0,4.9,5701,6486
0.49,0.54,0.81,49667.0,-1.9,12.9,8.7,16.2,5.3,7466,16775
0.43,0.47,0.8,47309.0,13.4,11.8,11.1,24.8,5.9,3221,8378
0.36,0.45,0.77,46350.0,17.3,9.2,11.9,24.7,6.7,1097,2825
0.4,0.61,0.78,50562.0,12.6,13.0,13.1,20.5,4.8,4634,5721
0.44,0.53,0.66,75577.0,14.3,12.1,5.8,43.7,4.1,137818,75903
0.22,0.36,0.72,35341.0,-3.0,6.8,8.3,14.0,4.2,153,583
0.54,0.63,0.76,60643.0,24.8,11.1,8.6,26.5,4.6,18635,22589
0.58,0.68,0.88,59645.0,0.9,9.8,10.3,22.4,4.0,14077,31249
0.62,0.65,0.88,56099.0,-1.8,10.8,10.9,40.7,5.2,363017,257488
0.76,0.81,0.92,46968.0,-3.9,9.0,11.9,16.2,7.5,6849,22676
0.67,0.73,0.89,54715.0,-6.2,10.1,12.8,23.7,6.2,30225,46081
0.69,0.79,0.92,44834.0,-0.4,9.8,12.4,14.2,5.8,3613,19455
0.64,0.75,0.88,59205.0,-0.5,11.5,9.6,24.5,5.0,75169,93094
0.65,0.74,0.91,44197.0,-4.5,10.5,13.2,20.8,5.3,13093,37224
0.64,0.73,0.88,50567.0,-8.8,11.5,11.6,17.8,6.5,6263,17957
0.67,0.75,0.86,80132.0,0.9,9.4,9.3,40.5,4.6,165861,163873
0.62,0.7,0.88,66277.0,1.9,9.9,10.0,35.4,5.1,26834,61388
0.63,0.74,0.91,43614.0,-8.0,9.9,13.8,21.4,6.8,17798,40510
0.6,0.69,0.89,39069.0,-10.3,8.9,12.0,15.9,7.4,469,1495
0.65,0.79,0.88,51021.0,-0.6,9.4,12.7,16.8,6.0,8917,18714
0.34,0.42,0.86,59070.0,8.2,7.7,5.9,44.7,4.2,36555,35099
0.6,0.69,0.86,92551.0,0.2,10.5,7.5,51.8,3.9,140188,115582
0.57,0.75,0.91,44670.0,-7.1,10.6,10.7,22.7,6.1,4256,12545
0.68,0.77,0.91,46173.0,-4.9,9.3,11.1,14.3,7.3,7700,23909
0.59,0.69,0.91,46742.0,-10.3,10.6,10.2,19.0,7.1,4533,9701
0.52,0.75,0.9,48821.0,-6.2,8.6,10.6,22.5,5.5,8502,17387
0.61,0.7,0.88,45388.0,-1.9,10.9,11.3,20.8,6.0,10215,23912
0.53,0.66,0.87,64116.0,5.3,10.8,9.2,35.8,4.1,44282,65649
0.6,0.71,0.87,59958.0,0.8,12.5,9.2,30.5,4.7,64287,60620
0.69,0.76,0.87,67773.0,-1.6,11.7,9.5,38.3,4.9,169169,106559
0.64,0.78,0.91,49274.0,-9.3,9.7,13.0,18.6,5.5,3637,9704
0.6,0.67,0.88,48820.0,-7.7,11.2,10.3,27.7,6.5,54820,57168
0.75,0.79,0.92,42056.0,-3.7,10.5,13.2,16.2,8.1,17826,34388
0.49,0.7,0.87,38819.0,-1.0,3.9,10.3,7.4,7.8,626,1680
0.62,0.72,0.88,59474.0,2.5,12.1,10.1,21.0,5.1,17322,49554
0.72,0.79,0.92,47450.0,2.3,9.4,12.6,13.4,6.3,904,5676
0.69,0.75,0.92,50579.0,-3.8,10.6,11.9,18.2,7.7,4157,10394
0.68,0.77,0.92,46684.0,-1.3,8.7,10.5,16.9,7.0,4487,14369
0.61,0.68,0.91,43171.0,-17.7,9.4,10.1,22.6,7.3,11468,24920
0.64,0.77,0.91,42670.0,-5.2,10.8,12.5,16.4,6.8,3437,14533
0.71,0.82,0.92,49506.0,4.9,11.4,11.4,14.2,5.3,1810,8234
